"country","indicator","sitc-industry","Unit","Date","Value"
"Nepal","Quality Index","Aluminium","Index","2004","0.64766496"
"Nepal","Quality Index","Aluminium","Index","2006","0.7266742"
"Nepal","Quality Index","Aluminium","Index","2007","0.63352203"
"Nepal","Quality Index","Aluminium","Index","2008","0.73059285"
"Nepal","Quality Index","Aluminium","Index","2010","0.68581367"
"Nepal","Quality Index","Aluminium","Index","2011","0.75501311"
"Nepal","Quality Index","Aluminium","Index","2012","0.76301414"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1963","1.1449608"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1964","1.0894898"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1965","1.1229019"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1966","1.1393446"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1967","1.1144605"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1968","1.0999082"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1969","1.0011957"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1970","1.0734006"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1971","1.1131104"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1972","1.0886432"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1973","1"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1974","1.0505013"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1975","1"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1976","1.000402"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1977","1"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1978","0.99839121"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1979","0.97628284"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1980","1.0048051"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1981","0.99370456"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1982","0.98678404"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1983","0.9607482"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1984","1.019709"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1985","1.0151367"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1986","1.0458363"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1987","1.0148"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1988","1.0459162"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1989","1.0697757"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1990","1.060662"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1991","1.0942961"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1992","1.0526384"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1993","1.0606575"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1994","1.0523313"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1995","1.0670753"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1996","1.0347683"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1997","1.0818554"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1998","1.0580816"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","1999","1.0544453"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2000","1.0648896"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2001","1.0734636"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2002","1.0697987"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2003","1.0541568"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2004","1.028284"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2005","1.041748"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2006","1.0389452"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2007","1.0256892"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2008","1.0258448"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2009","1.0569392"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2010","1.0523123"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2011","1.0445225"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2012","1.0286169"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2013","1.0158802"
"Netherlands","Quality Index","Fin.structural parts & structures of aluminium","Index","2014","1"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1963","0.98765123"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1964","0.99791938"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1965","0.99507523"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1966","0.99850684"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1967","1.0062608"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1968","1.0076435"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1969","1.0092251"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1970","1.0127789"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1971","1.0146437"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1972","1.016324"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1973","1.0013251"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1974","1.0081435"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1975","1.0142554"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1976","1.010062"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1977","1.0118603"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1978","1.0035328"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1979","1.0093355"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1980","1.002189"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1981","1"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1982","1"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1983","1"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1984","1"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1985","1"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1986","1"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1987","1"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1988","1.000308"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1989","1.0037309"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1990","1.0120696"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1991","1.0148746"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1992","1.013678"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1993","1.0133157"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1994","1.0097466"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1995","1.0118834"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1996","1.0182154"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1997","1.0184834"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1998","1.0234731"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","1999","1.0238166"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2000","1.0227764"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2001","1.0254065"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2002","1.025717"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2003","1.018926"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2004","1.013621"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2005","1.0083138"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2006","1.0072149"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2007","1.0182171"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2008","1.0099313"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2009","1.0193576"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2010","1.0107569"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2011","1.0124199"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2012","1.0134544"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2013","1.0081657"
"Netherlands","Quality Index","Aluminium and aluminium alloys, worked","Index","2014","1.0115274"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1963","1.1548148"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1964","1.0332735"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1965","0.96583188"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1966","1.1795188"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1967","1"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1968","1.1254303"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1969","1.1292707"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1970","1.1429126"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1971","1.1209453"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1972","1.1028616"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1973","1.1712105"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1974","1.0335275"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1975","1.0355791"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1976","1.1391425"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1977","1.1293886"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1978","1.1399615"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1979","1.1044097"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1980","1.1462376"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1981","1.1467379"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1982","1.1485565"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1983","1.1396261"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1984","1.09531"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1985","1.0482892"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1986","1.0564264"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1987","1.0731052"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1988","1.0255408"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1989","1.0520332"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1990","1.0716348"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1991","1.057055"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1992","1.0376631"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1993","1.0113894"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1994","0.98293388"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1995","1.0883555"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1996","1.0486974"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1997","1.0463123"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1998","1.0825344"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1999","1.0611534"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2000","1.1237813"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2001","1.1315219"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2002","1.1388725"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2003","1.1270896"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2004","1.1440704"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2005","1.1459938"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2006","1.1478418"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2007","1.1449851"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2008","1.1396811"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2009","1.1334666"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2010","1.148779"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2011","1.1722485"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2012","1.1789138"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2013","1.1639303"
"Netherlands","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2014","1.1310384"
"Netherlands","Quality Index","Aluminium","Index","1963","1"
"Netherlands","Quality Index","Aluminium","Index","1964","1.0120952"
"Netherlands","Quality Index","Aluminium","Index","1965","1.0024043"
"Netherlands","Quality Index","Aluminium","Index","1966","1.0658478"
"Netherlands","Quality Index","Aluminium","Index","1967","1.0035249"
"Netherlands","Quality Index","Aluminium","Index","1968","1.0721878"
"Netherlands","Quality Index","Aluminium","Index","1969","1.0848718"
"Netherlands","Quality Index","Aluminium","Index","1970","1.0746765"
"Netherlands","Quality Index","Aluminium","Index","1971","1.0812157"
"Netherlands","Quality Index","Aluminium","Index","1972","1.0772634"
"Netherlands","Quality Index","Aluminium","Index","1973","1.0952922"
"Netherlands","Quality Index","Aluminium","Index","1974","1.0420949"
"Netherlands","Quality Index","Aluminium","Index","1975","1.0402656"
"Netherlands","Quality Index","Aluminium","Index","1976","1.0836138"
"Netherlands","Quality Index","Aluminium","Index","1977","1.0861516"
"Netherlands","Quality Index","Aluminium","Index","1978","1.0969459"
"Netherlands","Quality Index","Aluminium","Index","1979","1.0761318"
"Netherlands","Quality Index","Aluminium","Index","1980","1.0968153"
"Netherlands","Quality Index","Aluminium","Index","1981","1.1126132"
"Netherlands","Quality Index","Aluminium","Index","1982","1.090542"
"Netherlands","Quality Index","Aluminium","Index","1983","1.0870569"
"Netherlands","Quality Index","Aluminium","Index","1984","1.0744935"
"Netherlands","Quality Index","Aluminium","Index","1985","1.0612148"
"Netherlands","Quality Index","Aluminium","Index","1986","1.0571023"
"Netherlands","Quality Index","Aluminium","Index","1987","1.0502321"
"Netherlands","Quality Index","Aluminium","Index","1988","1.0328497"
"Netherlands","Quality Index","Aluminium","Index","1989","1.0624"
"Netherlands","Quality Index","Aluminium","Index","1990","1.0624268"
"Netherlands","Quality Index","Aluminium","Index","1991","1.0653698"
"Netherlands","Quality Index","Aluminium","Index","1992","1.0430604"
"Netherlands","Quality Index","Aluminium","Index","1993","1.0275948"
"Netherlands","Quality Index","Aluminium","Index","1994","1.0083069"
"Netherlands","Quality Index","Aluminium","Index","1995","1.0757194"
"Netherlands","Quality Index","Aluminium","Index","1996","1.0503761"
"Netherlands","Quality Index","Aluminium","Index","1997","1.0520736"
"Netherlands","Quality Index","Aluminium","Index","1998","1.0610993"
"Netherlands","Quality Index","Aluminium","Index","1999","1.0537483"
"Netherlands","Quality Index","Aluminium","Index","2000","1.1100386"
"Netherlands","Quality Index","Aluminium","Index","2001","1.1051487"
"Netherlands","Quality Index","Aluminium","Index","2002","1.1019639"
"Netherlands","Quality Index","Aluminium","Index","2003","1.0938491"
"Netherlands","Quality Index","Aluminium","Index","2004","1.1170751"
"Netherlands","Quality Index","Aluminium","Index","2005","1.1083473"
"Netherlands","Quality Index","Aluminium","Index","2006","1.1220186"
"Netherlands","Quality Index","Aluminium","Index","2007","1.1165694"
"Netherlands","Quality Index","Aluminium","Index","2008","1.1159288"
"Netherlands","Quality Index","Aluminium","Index","2009","1.1095498"
"Netherlands","Quality Index","Aluminium","Index","2010","1.1239759"
"Netherlands","Quality Index","Aluminium","Index","2011","1.1399595"
"Netherlands","Quality Index","Aluminium","Index","2012","1.1501215"
"Netherlands","Quality Index","Aluminium","Index","2013","1.132429"
"Netherlands","Quality Index","Aluminium","Index","2014","1.117564"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1963","0.95067042"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1965","0.97155589"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1966","0.96709752"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1967","0.99517345"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1968","1.0272048"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1969","0.93525046"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1970","0.98899037"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1971","1"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1972","1"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1973","1.1145426"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1974","1.0331808"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1975","1"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1976","0.94226956"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1977","1"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1978","0.84997714"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1979","0.88407457"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1980","0.85826105"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1981","0.88410693"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1982","0.90909469"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1983","0.91223049"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1984","0.94696689"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1985","0.97275716"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1986","1"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1987","1"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1988","1.0068465"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1989","1"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1990","1"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1991","1.0275789"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1992","1.0134043"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1993","0.86924368"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1994","0.81523895"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1995","0.87698829"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1996","0.88402647"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1997","0.90330219"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1998","1"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","1999","0.89768285"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2000","1"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2001","0.84450221"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2002","0.90257645"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2003","0.99558431"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2004","0.91018695"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2005","0.96736205"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2006","0.97774512"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2007","0.91802031"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2008","0.87789661"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2009","0.90197158"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2010","0.90154147"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2011","0.86913043"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2012","0.88237888"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2013","0.93016529"
"Netherlands","Quality Index","Bauxite and concentrates of aluminium","Index","2014","0.96007448"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1965","0.73463559"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1966","0.74311185"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1970","0.46500507"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1971","0.42622367"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1972","0.44383678"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1973","0.41424626"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1974","0.42939803"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1975","0.44375595"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1976","0.43838206"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1977","0.43002567"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1978","0.53585756"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1979","0.43787733"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1980","0.42540079"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1981","0.44611815"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1982","0.46992314"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1983","0.49365014"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1984","0.48841482"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1985","0.50767332"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1986","0.51270467"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1987","0.49578437"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1988","0.50682414"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1989","0.52264333"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1990","0.48781219"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1991","0.50872064"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1992","0.48814237"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1993","0.50705194"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1994","0.50520837"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1995","0.51952189"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1996","0.53727013"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1997","0.59277725"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1998","0.56314445"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","1999","0.56546801"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2000","0.50606811"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2001","0.65382564"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2002","0.68682504"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2003","0.67423344"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2004","0.69008893"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2005","0.70514166"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2006","0.6731748"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2007","0.66312283"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2008","0.70021075"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2009","0.747437"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2010","0.73359329"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2011","0.71074057"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2012","0.70148474"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2013","0.73210549"
"New Zealand","Quality Index","Fin.structural parts & structures of aluminium","Index","2014","0.72752112"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1965","0.95271546"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1966","0.98157609"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1967","0.93756998"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1968","0.97304481"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1969","0.96139354"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1970","0.97100079"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1971","0.96777672"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1972","0.97056931"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1973","0.96872276"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1974","0.96567303"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1975","0.96644509"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1976","0.95487326"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1977","0.9573198"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1978","0.94173992"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1979","0.94858283"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1980","0.93726671"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1981","0.93247342"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1982","0.93561476"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1983","0.93245232"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1984","0.94288355"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1985","0.94275093"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1986","0.94194293"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1987","0.94173968"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1988","0.94424009"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1989","0.95732391"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1990","0.96202594"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1991","0.95667326"
"New Zealand","Quality Index","Aluminium and aluminium alloys, worked","Index","1992","0.95545524"
