"country","indicator","sitc-industry","Unit","Date","Value"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","1997","0.72655231"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","2002","0.69504595"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","2003","0.70229191"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","2004","0.70296252"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","2005","0.73954773"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","2006","0.53660041"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","2007","0.74927628"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","2008","0.80267406"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","2009","0.77798319"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","2010","0.78066814"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","2011","0.76038128"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","2012","0.78167599"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","2013","0.78997892"
"Albania","Quality Index","Fin.structural parts & structures of aluminium","Index","2014","0.7980724"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","1981","0.79150099"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","1982","0.84306878"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2000","0.82482332"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2001","0.84523213"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2002","0.83653051"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2003","0.82113862"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2004","0.85122663"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2005","0.84863657"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2006","0.84746969"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2007","0.85831666"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2008","0.86042267"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2009","0.83549666"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2010","0.86214691"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2011","0.8682158"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2012","0.87549633"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2013","0.87825686"
"Albania","Quality Index","Aluminium and aluminium alloys, worked","Index","2014","0.88947874"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1974","0.86241603"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1976","0.88195229"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1977","0.91558504"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1978","0.91052127"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1980","0.87478542"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1982","0.92017251"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1999","0.85088199"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2000","0.82871932"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2001","0.82285082"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2002","0.82279497"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2003","0.82414025"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2004","0.8337431"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2005","0.84144616"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2006","0.83438283"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2007","0.83683962"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2008","0.78889745"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2009","0.86402959"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2010","0.86324608"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2011","0.86139596"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2012","0.86425656"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2013","0.86145663"
"Albania","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2014","0.86537087"
"Albania","Quality Index","Aluminium","Index","1974","0.87889105"
"Albania","Quality Index","Aluminium","Index","1976","0.89035702"
"Albania","Quality Index","Aluminium","Index","1977","0.92752957"
"Albania","Quality Index","Aluminium","Index","1978","0.93087131"
"Albania","Quality Index","Aluminium","Index","1980","0.88926125"
"Albania","Quality Index","Aluminium","Index","1981","0.81535208"
"Albania","Quality Index","Aluminium","Index","1982","0.92633176"
"Albania","Quality Index","Aluminium","Index","1999","0.85921413"
"Albania","Quality Index","Aluminium","Index","2000","0.84848672"
"Albania","Quality Index","Aluminium","Index","2001","0.83613801"
"Albania","Quality Index","Aluminium","Index","2002","0.83146715"
"Albania","Quality Index","Aluminium","Index","2003","0.83265662"
"Albania","Quality Index","Aluminium","Index","2004","0.85003769"
"Albania","Quality Index","Aluminium","Index","2005","0.85833299"
"Albania","Quality Index","Aluminium","Index","2006","0.85232931"
"Albania","Quality Index","Aluminium","Index","2007","0.85344803"
"Albania","Quality Index","Aluminium","Index","2008","0.83653444"
"Albania","Quality Index","Aluminium","Index","2009","0.85826695"
"Albania","Quality Index","Aluminium","Index","2010","0.88150328"
"Albania","Quality Index","Aluminium","Index","2011","0.87680089"
"Albania","Quality Index","Aluminium","Index","2012","0.88521206"
"Albania","Quality Index","Aluminium","Index","2013","0.88182938"
"Albania","Quality Index","Aluminium","Index","2014","0.89080572"
"Algeria","Quality Index","Fin.structural parts & structures of aluminium","Index","1972","0.63949102"
"Algeria","Quality Index","Fin.structural parts & structures of aluminium","Index","1994","0.77297187"
"Algeria","Quality Index","Fin.structural parts & structures of aluminium","Index","1995","0.78039694"
"Algeria","Quality Index","Fin.structural parts & structures of aluminium","Index","1999","0.76717687"
"Algeria","Quality Index","Fin.structural parts & structures of aluminium","Index","2000","0.48402625"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","1963","0.89039552"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","1965","0.89405817"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","1994","0.87302798"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","1995","0.88980073"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","1996","0.89745057"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","1997","0.85851824"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","1998","0.86610228"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","1999","0.88318324"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","2002","0.86586028"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","2004","0.88904768"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","2005","0.89469737"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","2006","0.86498988"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","2008","0.88378698"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","2009","0.87919879"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","2010","0.86903423"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","2012","0.89067322"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","2013","0.86130077"
"Algeria","Quality Index","Aluminium and aluminium alloys, worked","Index","2014","0.86376476"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1963","0.76986784"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1964","0.76246774"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1965","0.73189187"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1966","0.59558141"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1969","0.73486304"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1989","0.73155433"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1995","0.80008948"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2000","0.7219345"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2003","0.78541863"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2006","0.75189298"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2007","0.65242636"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2008","0.71442461"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2010","0.66032618"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2011","0.80474198"
"Algeria","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2012","0.61236054"
"Algeria","Quality Index","Aluminium","Index","1963","0.83197159"
"Algeria","Quality Index","Aluminium","Index","1964","0.77239048"
"Algeria","Quality Index","Aluminium","Index","1965","0.86591089"
"Algeria","Quality Index","Aluminium","Index","1966","0.60536033"
"Algeria","Quality Index","Aluminium","Index","1969","0.75139761"
"Algeria","Quality Index","Aluminium","Index","1989","0.75263435"
"Algeria","Quality Index","Aluminium","Index","1994","0.88529438"
"Algeria","Quality Index","Aluminium","Index","1995","0.83263767"
"Algeria","Quality Index","Aluminium","Index","1996","0.91060144"
"Algeria","Quality Index","Aluminium","Index","1997","0.87262827"
"Algeria","Quality Index","Aluminium","Index","1998","0.87060308"
"Algeria","Quality Index","Aluminium","Index","1999","0.8918317"
"Algeria","Quality Index","Aluminium","Index","2000","0.73931009"
"Algeria","Quality Index","Aluminium","Index","2002","0.8744508"
"Algeria","Quality Index","Aluminium","Index","2003","0.79373473"
"Algeria","Quality Index","Aluminium","Index","2004","0.90581423"
"Algeria","Quality Index","Aluminium","Index","2005","0.90860039"
"Algeria","Quality Index","Aluminium","Index","2006","0.7664597"
"Algeria","Quality Index","Aluminium","Index","2007","0.6595515"
"Algeria","Quality Index","Aluminium","Index","2008","0.73472595"
"Algeria","Quality Index","Aluminium","Index","2009","0.89909065"
"Algeria","Quality Index","Aluminium","Index","2010","0.80520028"
"Algeria","Quality Index","Aluminium","Index","2011","0.81845742"
"Algeria","Quality Index","Aluminium","Index","2012","0.70834392"
"Algeria","Quality Index","Aluminium","Index","2013","0.87853241"
"Algeria","Quality Index","Aluminium","Index","2014","0.88529891"
"Angola","Quality Index","Aluminium and aluminium alloys, worked","Index","1973","0.85750276"
"Angola","Quality Index","Aluminium and aluminium alloys, worked","Index","1974","0.85100973"
"Angola","Quality Index","Aluminium and aluminium alloys, worked","Index","2007","0.80125999"
"Angola","Quality Index","Aluminium and aluminium alloys, worked","Index","2012","0.79798108"
"Angola","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2013","0.32312429"
"Angola","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2014","0.27996325"
"Angola","Quality Index","Aluminium","Index","1973","0.87549764"
"Angola","Quality Index","Aluminium","Index","1974","0.86726683"
"Angola","Quality Index","Aluminium","Index","2007","0.81001055"
"Angola","Quality Index","Aluminium","Index","2012","0.81491143"
"Angola","Quality Index","Aluminium","Index","2013","0.32958889"
"Angola","Quality Index","Aluminium","Index","2014","0.2869429"
"Angola","Quality Index","Bauxite and concentrates of aluminium","Index","2009","0.60960031"
"Antigua and Barbuda","Quality Index","Fin.structural parts & structures of aluminium","Index","2005","0.95996714"
"Antigua and Barbuda","Quality Index","Fin.structural parts & structures of aluminium","Index","2009","0.55081242"
"Antigua and Barbuda","Quality Index","Fin.structural parts & structures of aluminium","Index","2010","0.53606552"
"Antigua and Barbuda","Quality Index","Fin.structural parts & structures of aluminium","Index","2011","0.53420305"
"Antigua and Barbuda","Quality Index","Fin.structural parts & structures of aluminium","Index","2012","0.56471729"
"Antigua and Barbuda","Quality Index","Aluminium and aluminium alloys, worked","Index","1998","0.91061175"
"Antigua and Barbuda","Quality Index","Aluminium and aluminium alloys, worked","Index","2005","0.9609037"
"Antigua and Barbuda","Quality Index","Aluminium and aluminium alloys, worked","Index","2009","0.90691662"
"Antigua and Barbuda","Quality Index","Aluminium and aluminium alloys, worked","Index","2010","0.90925926"
"Antigua and Barbuda","Quality Index","Aluminium and aluminium alloys, worked","Index","2011","0.90217608"
"Antigua and Barbuda","Quality Index","Aluminium and aluminium alloys, worked","Index","2012","0.90075994"
"Antigua and Barbuda","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2011","0.42263782"
"Antigua and Barbuda","Quality Index","Aluminium","Index","1998","0.91534382"
"Antigua and Barbuda","Quality Index","Aluminium","Index","2005","0.97583556"
"Antigua and Barbuda","Quality Index","Aluminium","Index","2009","0.92743558"
"Antigua and Barbuda","Quality Index","Aluminium","Index","2010","0.9285686"
"Antigua and Barbuda","Quality Index","Aluminium","Index","2011","0.91223323"
"Antigua and Barbuda","Quality Index","Aluminium","Index","2012","0.91987085"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1966","0.62368578"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1968","0.61985219"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1974","0.4900431"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1976","0.40311947"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1977","0.56960344"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1978","0.53384733"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1979","0.61440402"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1980","0.60981691"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1982","0.63812619"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1983","0.6409663"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1984","0.64191341"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1985","0.63911021"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1986","0.57920784"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1987","0.61755961"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1988","0.49376771"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1989","0.57188278"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1990","0.51268435"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1991","0.68501419"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1992","0.47686604"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1993","0.82407582"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1994","0.94051403"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1995","0.54696596"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1996","0.92519051"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1997","0.89105982"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1998","0.83778083"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","1999","0.87867039"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2000","0.81344658"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2001","0.79912496"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2002","0.63509464"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2003","0.71895051"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2004","0.71163052"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2005","0.76324189"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2006","0.74864209"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2007","0.7834549"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2008","0.59707296"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2009","0.60286659"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2010","0.78389961"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2011","0.82195115"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2012","0.88436985"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2013","0.866485"
"Argentina","Quality Index","Fin.structural parts & structures of aluminium","Index","2014","0.85528624"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1963","0.84225291"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1964","0.83155054"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1965","0.84486407"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1966","0.83850408"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1968","0.85110515"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1969","0.85521609"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1970","0.85273165"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1971","0.8499192"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1972","0.85223782"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1973","0.84423929"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1974","0.84344304"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1975","0.84974915"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1976","0.83002013"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1977","0.8334294"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1978","0.81713647"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1979","0.83867812"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1980","0.81205171"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1981","0.81309801"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1982","0.81895322"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1983","0.82847643"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1984","0.82400483"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1985","0.82861364"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1986","0.83489335"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1987","0.84359181"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1988","0.8350364"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1989","0.8309533"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1990","0.84520584"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1991","0.86394536"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1992","0.88098204"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1993","0.8990925"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1994","0.89992166"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1995","0.90123552"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1996","0.92910814"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1997","0.92734593"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1998","0.92967623"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","1999","0.91657788"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2000","0.89990842"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2001","0.89869541"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2002","0.89419395"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2003","0.90029871"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2004","0.90073609"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2005","0.8969515"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2006","0.8968823"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2007","0.90996075"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2008","0.90426964"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2009","0.91781479"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2010","0.920573"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2011","0.92676324"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2012","0.92558247"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2013","0.92902815"
"Argentina","Quality Index","Aluminium and aluminium alloys, worked","Index","2014","0.93196571"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1964","0.62978494"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1967","0.65635133"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1976","1.0823184"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1977","1.1286385"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1978","1.1299906"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1979","0.2084666"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1980","0.12486874"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1981","0.13018538"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1982","0.14208513"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1983","0.16957793"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1984","0.18216722"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1985","0.24392809"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1986","0.24015561"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1987","0.27144137"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1988","0.2313274"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1989","0.25043005"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1990","0.17767869"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1991","0.2478364"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1992","0.34402245"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1993","0.34123263"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1994","0.37466419"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1995","0.39091489"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1996","0.34017834"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1997","0.35478094"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1998","0.40354019"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1999","0.35023919"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2000","0.35267231"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2001","0.35449022"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2002","0.35855862"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2003","0.35949174"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2004","0.36749816"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2005","0.38314021"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2006","0.40125546"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2007","0.40501404"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2008","0.37362945"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2009","0.38163966"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2010","0.40744901"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2011","0.47342256"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2012","0.46920171"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2013","0.47208601"
"Argentina","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2014","0.50864249"
"Argentina","Quality Index","Aluminium","Index","1963","0.84952211"
"Argentina","Quality Index","Aluminium","Index","1964","0.84076262"
"Argentina","Quality Index","Aluminium","Index","1965","0.85244435"
"Argentina","Quality Index","Aluminium","Index","1966","0.85227156"
"Argentina","Quality Index","Aluminium","Index","1967","0.65569836"
"Argentina","Quality Index","Aluminium","Index","1968","0.86549717"
"Argentina","Quality Index","Aluminium","Index","1969","0.87445861"
"Argentina","Quality Index","Aluminium","Index","1970","0.86135226"
"Argentina","Quality Index","Aluminium","Index","1971","0.87107742"
"Argentina","Quality Index","Aluminium","Index","1972","0.87175757"
"Argentina","Quality Index","Aluminium","Index","1973","0.86195582"
"Argentina","Quality Index","Aluminium","Index","1974","0.8595556"
"Argentina","Quality Index","Aluminium","Index","1975","0.86127573"
"Argentina","Quality Index","Aluminium","Index","1976","0.90018588"
"Argentina","Quality Index","Aluminium","Index","1977","0.86654037"
"Argentina","Quality Index","Aluminium","Index","1978","0.89249808"
"Argentina","Quality Index","Aluminium","Index","1979","0.28376529"
"Argentina","Quality Index","Aluminium","Index","1980","0.18646036"
"Argentina","Quality Index","Aluminium","Index","1981","0.1797791"
"Argentina","Quality Index","Aluminium","Index","1982","0.19866511"
"Argentina","Quality Index","Aluminium","Index","1983","0.26527777"
"Argentina","Quality Index","Aluminium","Index","1984","0.28431556"
"Argentina","Quality Index","Aluminium","Index","1985","0.33165309"
"Argentina","Quality Index","Aluminium","Index","1986","0.33408141"
"Argentina","Quality Index","Aluminium","Index","1987","0.36661604"
"Argentina","Quality Index","Aluminium","Index","1988","0.36726552"
"Argentina","Quality Index","Aluminium","Index","1989","0.3827416"
"Argentina","Quality Index","Aluminium","Index","1990","0.25187984"
"Argentina","Quality Index","Aluminium","Index","1991","0.3602249"
"Argentina","Quality Index","Aluminium","Index","1992","0.47173607"
"Argentina","Quality Index","Aluminium","Index","1993","0.40001044"
"Argentina","Quality Index","Aluminium","Index","1994","0.52680707"
"Argentina","Quality Index","Aluminium","Index","1995","0.54848558"
"Argentina","Quality Index","Aluminium","Index","1996","0.46592903"
"Argentina","Quality Index","Aluminium","Index","1997","0.47158992"
"Argentina","Quality Index","Aluminium","Index","1998","0.52029192"
"Argentina","Quality Index","Aluminium","Index","1999","0.43505365"
"Argentina","Quality Index","Aluminium","Index","2000","0.42778063"
"Argentina","Quality Index","Aluminium","Index","2001","0.4176451"
"Argentina","Quality Index","Aluminium","Index","2002","0.39559162"
"Argentina","Quality Index","Aluminium","Index","2003","0.40214878"
"Argentina","Quality Index","Aluminium","Index","2004","0.42585614"
"Argentina","Quality Index","Aluminium","Index","2005","0.4980886"
"Argentina","Quality Index","Aluminium","Index","2006","0.49981126"
"Argentina","Quality Index","Aluminium","Index","2007","0.48611081"
"Argentina","Quality Index","Aluminium","Index","2008","0.44243842"
"Argentina","Quality Index","Aluminium","Index","2009","0.4106929"
"Argentina","Quality Index","Aluminium","Index","2010","0.47701147"
"Argentina","Quality Index","Aluminium","Index","2011","0.54938841"
"Argentina","Quality Index","Aluminium","Index","2012","0.56106472"
"Argentina","Quality Index","Aluminium","Index","2013","0.58141124"
"Argentina","Quality Index","Aluminium","Index","2014","0.62162817"
"Argentina","Quality Index","Bauxite and concentrates of aluminium","Index","1994","0.56533808"
"Argentina","Quality Index","Bauxite and concentrates of aluminium","Index","1996","1.0616826"
