"commodity","item","indicator","country","Unit","Date","Value"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1986","39946"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1987","63260"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1988","68337"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1989","71691"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1990","67515"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1991","66936"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1992","0"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1993","0"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1994","0"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1995","10413"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1996","61458"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1997","66356"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1998","61848"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","1999","62736"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","2000","61200"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","2001","51500"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","2002","39000"
"Aluminum","Aluminum, primary","Production","Mexico","tonnes (metric)","2003","17600"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2002","0"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2003","0"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2004","0"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2005","0"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2006","121762"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2007","135151"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2008","111513"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2009","63960"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2010","82043"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2011","92838"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2012","74813"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2013","47951"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2014","42767"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2015","42499"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2016","38915"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2017","39379"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2018","40163"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2019","36522"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2020","37208"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2021","45214"
"Aluminum","Aluminum, primary","Production","Montenegro","tonnes (metric)","2022","43196"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","1996","0"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","1997","0"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","1998","0"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","1999","0"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2000","53800"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2001","266000"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2002","273200"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2003","407400"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2004","547100"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2005","553700"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2006","564000"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2007","564000"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2008","536000"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2009","545000"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2010","551000"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2011","562000"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2012","562000"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2013","562000"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2014","566900"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2015","558386"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2016","571125"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2017","577495"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2018","571125"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2019","569002"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2020","569002"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2021","562633"
"Aluminum","Aluminum, primary","Production","Mozambique","tonnes (metric)","2022","576220"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1970","75000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1971","116000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1972","166000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1973","190000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1974","252000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1975","261000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1976","256000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1977","241000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1978","261164"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1979","257719"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1980","258621"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1981","261983"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1982","250925"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1983","235351"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1984","249170"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1985","250603"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1986","265768"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1987","275939"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1988","278198"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1989","279243"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1990","257884"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1991","253563"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1992","227328"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1993","228300"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1994","230100"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1995","216000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1996","227000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1997","231800"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1998","264700"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","1999","287388"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2000","301689"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2001","293068"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2002","284364"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2003","282800"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2004","330000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2005","333820"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2006","285317"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2007","296900"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2008","317000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2009","165000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2010","217000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2011","200000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2012","86300"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2013","81000"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2014","800"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2015","27700"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2016","36300"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2017","29300"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2018","41300"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2019","81100"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2020","70600"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2021","46700"
"Aluminum","Aluminum, primary","Production","Netherlands","tonnes (metric)","2022","45000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1972","88000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1973","116000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1974","110000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1975","109000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1976","140000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1977","145000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1978","149832"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1979","153557"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1980","154741"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1981","153979"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1982","163420"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1983","218610"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1984","242851"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1985","240835"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1986","236332"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1987","252000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1988","265700"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1989","258800"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1990","259700"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1991","260400"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1992","241600"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1993","277400"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1994","269100"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1995","273296"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1996","283329"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1997","310324"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1998","317600"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","1999","326800"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2000","328400"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2001","322300"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2002","333900"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2003","334970"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2004","350299"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2005","351449"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2006","335300"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2007","351100"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2008","315500"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2009","271000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2010","344000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2011","357000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2012","325000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2013","324000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2014","327000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2015","333000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2016","339000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2017","337000"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2018","340111"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2019","353293"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2020","335405"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2021","333115"
"Aluminum","Aluminum, primary","Production","New Zealand","tonnes (metric)","2022","333689"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","1994","0"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","1995","0"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","1996","0"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","1997","2500"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","1998","25500"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","1999","15900"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2004","0"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2005","0"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2006","0"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2007","0"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2008","9000"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2009","11000"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2010","18000"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2011","15000"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2012","22000"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2013","2000"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2014","0"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2015","0"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2016","0"
"Aluminum","Aluminum, primary","Production","Nigeria","tonnes (metric)","2017","0"
"Aluminum","Aluminum, primary","Production","North Korea","tonnes (metric)","1979","10000"
"Aluminum","Aluminum, primary","Production","North Korea","tonnes (metric)","1980","10000"
"Aluminum","Aluminum, primary","Production","North Korea","tonnes (metric)","1981","10000"
"Aluminum","Aluminum, primary","Production","North Korea","tonnes (metric)","1982","10000"
"Aluminum","Aluminum, primary","Production","North Korea","tonnes (metric)","1983","10000"
"Aluminum","Aluminum, primary","Production","North Korea","tonnes (metric)","1984","10000"
"Aluminum","Aluminum, primary","Production","North Korea","tonnes (metric)","1985","10000"
"Aluminum","Aluminum, primary","Production","North Korea","tonnes (metric)","1986","10000"
"Aluminum","Aluminum, primary","Production","North Korea","tonnes (metric)","1987","10000"
"Aluminum","Aluminum, primary","Production","North Korea","tonnes (metric)","1988","10000"
"Aluminum","Aluminum, primary","Production","North Korea","tonnes (metric)","1989","10000"
"Aluminum","Aluminum, primary","Production","North Korea","tonnes (metric)","1990","0"
"Aluminum","Aluminum, primary","Production","North Korea","tonnes (metric)","1991","0"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1970","530000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1971","530000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1972","557000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1973","623000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1974","648000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1975","595000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1976","618000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1977","623000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1978","638559"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1979","663916"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1980","653377"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1981","633585"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1982","638091"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1983","713014"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1984","765083"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1985","742686"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1986","725813"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1987","853213"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1988","838224"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1989","867276"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1990","867061"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1991","858227"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1992","838133"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1993","887461"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1994","856967"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1995","846794"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1996","863327"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1997","918511"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1998","994195"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","1999","1007989"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2000","1031000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2001","1034000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2002","1044000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2003","1180200"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2004","1318000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2005","1391000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2006","1383000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2007","1362000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2008","1368000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2009","1098200"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2010","1090000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2011","1201000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2012","1110900"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2013","1172900"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2014","1182000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2015","1224000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2016","1247000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2017","1253000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2018","1295000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2019","1312000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2020","1330000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2021","1419000"
"Aluminum","Aluminum, primary","Production","Norway","tonnes (metric)","2022","1393000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2004","0"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2005","0"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2006","0"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2007","0"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2008","49000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2009","351000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2010","367000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2011","373000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2012","360000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2013","354000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2014","364000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2015","377000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2016","386000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2017","253000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2018","380000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2019","391000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2020","397000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2021","395000"
"Aluminum","Aluminum, primary","Production","Oman","tonnes (metric)","2022","394800"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1970","99000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1971","100000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1972","102000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1973","102000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1974","102000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1975","103000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1976","103000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1977","104000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1978","100000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1979","96600"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1980","95100"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1981","66000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1982","42700"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1983","44400"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1984","46000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1985","47000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1986","47500"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1987","47500"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1988","47700"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1989","47801"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1990","45974"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1991","45793"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1992","43628"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1993","46942"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1994","49509"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1995","50800"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1996","51500"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1997","51500"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1998","51500"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","1999","51600"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","2000","46900"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","2001","44700"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","2002","49125"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","2003","45371"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","2004","45800"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","2005","42717"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","2006","42000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","2007","43000"
"Aluminum","Aluminum, primary","Production","Poland","tonnes (metric)","2008","31000"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2007","0"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2008","0"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2009","10000"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2010","125177"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2011","468789"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2012","627971"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2013","634351"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2014","640153"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2015","638155"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2016","643514"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2017","650000"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2018","616000"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2019","653000"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2020","655000"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2021","662000"
"Aluminum","Aluminum, primary","Production","Qatar","tonnes (metric)","2022","638000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1970","101000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1971","111000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1972","122000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1973","143000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1974","187000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1975","204000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1976","207000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1977","209000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1978","213000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1979","217000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1980","241000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1981","242000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1982","208000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1983","223000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1984","244000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1985","247000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1986","253000"
"Aluminum","Aluminum, primary","Production","Romania","tonnes (metric)","1987","260000"
