"commodity","item","indicator","country","Unit","Date","Value"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1972","0"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1973","0"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1974","1000"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1975","24000"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1976","43000"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1977","50000"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1978","49000"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1979","119000"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1980","133100"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1981","133900"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1982","140500"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1983","136358"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1984","137839"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1985","139861"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1986","150642"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1987","155107"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1988","157407"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1989","164154"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1990","165608"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1991","166290"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1992","153000"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1993","170593"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1994","173371"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1995","185457"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1996","185934"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1997","187157"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1998","373310"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","1999","206395"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2000","261823"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2001","243053"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2002","228804"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2003","271932"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2004","272119"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2005","270715"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2006","277800"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2007","292744"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2008","392980"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2009","411990"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2010","416509"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2011","420299"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2012","412692"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2013","434758"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2014","442719"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2015","430388"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2016","424996"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2017","431239"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2018","439600"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2019","438434"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2020","309804"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2021","338239"
"Aluminum","Aluminum, primary","Production","Argentina","tonnes (metric)","2022","400038"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1970","206000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1971","224000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1972","206000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1973","207000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1974","219000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1975","214000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1976","232000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1977","248000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1978","263361"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1979","269575"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1980","303494"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1981","379427"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1982","380796"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1983","478190"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1984","757798"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1985","851286"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1986","881910"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1987","1003947"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1988","1149000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1989","1244000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1990","1234000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1991","1235000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1992","1245000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1993","1388000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1994","1317000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1995","1297000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1996","1372000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1997","1495000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1998","1627000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","1999","1718000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2000","1769000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2001","1797000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2002","1836000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2003","1857000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2004","1895000"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2005","1903040"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2006","1928635"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2007","1960017"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2008","1973592"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2009","1943069"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2010","1927921"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2011","1944859"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2012","1859726"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2013","1777409"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2014","1704991"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2015","1645963"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2016","1633904"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2017","1487555"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2018","1574240"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2019","1569591"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2020","1582947"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2021","1558529"
"Aluminum","Aluminum, primary","Production","Australia","tonnes (metric)","2022","1494598"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1970","90000"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1971","91000"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1972","84000"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1973","89000"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1974","92000"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1975","89000"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1976","89000"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1977","92000"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1978","91284"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1979","92694"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1980","94393"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1981","94219"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1982","93908"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1983","94200"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1984","95833"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1985","94106"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1986","92453"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1987","93414"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1988","95494"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1989","92933"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1990","89434"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1991","80384"
"Aluminum","Aluminum, primary","Production","Austria","tonnes (metric)","1992","32866"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","1992","24000"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","1993","7000"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","1994","10000"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","1995","11000"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","1997","4800"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","1998","3386"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","1999","1278"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2000","2"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2001","57"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2002","58"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2003","18565"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2004","29537"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2005","31762"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2006","31852"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2007","39241"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2008","61604"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2009","10145"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2010","379"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2011","6817"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2012","54890"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2013","53290"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2014","50357"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2015","53303"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2016","36811"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2017","25983"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2018","44710"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2019","32693"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2020","31492"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2021","24900"
"Aluminum","Aluminum, primary","Production","Azerbaijan","tonnes (metric)","2022","33529"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1972","63000"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1973","103000"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1974","118000"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1975","116000"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1976","122000"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1977","121000"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1978","122800"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1979","126100"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1980","126000"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1981","141300"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1982","171000"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1983","171700"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1984","177300"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1985","174800"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1986","178194"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1987","180344"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1988","182804"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1989","186395"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1990","212500"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1991","209800"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1992","292460"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1993","450000"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1994","451903"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1995","453883"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1996","461245"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1997","489915"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1998","501308"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","1999","502663"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2000","509038"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2001","522042"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2002","517004"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2003","526000"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2004","530000"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2005","749987"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2006","872393"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2007","865883"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2008","871658"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2009","847700"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2010","850700"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2011","881310"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2012","890217"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2013","912700"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2014","931427"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2015","960643"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2016","971420"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2017","981016"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2018","1011101"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2019","1365005"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2020","1548000"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2021","1561222"
"Aluminum","Aluminum, primary","Production","Bahrain","tonnes (metric)","2022","1600111"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","1995","0"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","1996","0"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","1997","8000"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","1998","30000"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","1999","70000"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2000","94751"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2001","96000"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2002","102300"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2003","112500"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2004","121294"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2005","131094"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2006","136190"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2007","147193"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2008","155909"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2009","130042"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2010","150488"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2011","163924"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2012","159660"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2013","157191"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2014","131238"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2015","118253"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2016","106649"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2017","125536"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2018","131508"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2019","67690"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2020","17858"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2021","36343"
"Aluminum","Aluminum, primary","Production","Bosnia and Herzegovina","tonnes (metric)","2022","37800"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1970","57000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1971","81000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1972","98000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1973","127000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1974","126000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1975","121000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1976","139000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1977","167000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1978","186365"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1979","238310"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1980","290730"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1981","256418"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1982","299054"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1983","400744"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1984","454999"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1985","549400"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1986","757375"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1987","843500"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1988","873500"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1989","887432"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1990","930585"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1991","1139600"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1992","1193300"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1993","1172000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1994","1184600"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1995","1188100"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1996","1197400"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1997","1189100"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1998","1208000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","1999","1249600"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2000","1271400"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2001","1132000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2002","1318400"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2003","1380600"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2004","1457400"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2005","1497600"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2006","1604500"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2007","1654800"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2008","1661000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2009","1535900"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2010","1536200"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2011","1440400"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2012","1436400"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2013","1304100"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2014","962000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2015","772200"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2016","793000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2017","801700"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2018","659000"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2019","650200"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2020","685100"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2021","771700"
"Aluminum","Aluminum, primary","Production","Brazil","tonnes (metric)","2022","810900"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1970","52000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1971","51000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1972","46000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1973","44000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1974","47000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1975","52000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1976","58000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1977","57000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1978","54686"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1979","48446"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1980","43000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1981","65400"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1982","78900"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1983","77400"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1984","74154"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1985","81600"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1986","81100"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1987","71500"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1988","80000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1989","87300"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1990","87500"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1991","85600"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1992","82500"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1993","86500"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1994","81100"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1995","79300"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1996","82300"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1997","90900"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1998","81600"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","1999","90410"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2000","86384"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2001","80900"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2002","67000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2003","78800"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2004","85900"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2005","86400"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2006","88400"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2007","87000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2008","91000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2009","73000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2010","76000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2011","69000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2012","52000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2013","75000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2014","93000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2015","73000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2016","74000"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2017","80600"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2018","85800"
"Aluminum","Aluminum, primary","Production","Cameroon","tonnes (metric)","2019","68900"
